Sentence #,Word,Tag
,being,O
,pumped,O
,out,O
,",",O
,not,O
,having,O
,access,O
,to,O
,good,O
,quality,O
,health,O
,care,O
,",",O
,high,O
,concentration,O
,of,O
,people,O
,who,O
,are,O
,uninsured,O
,",",O
,then,O
,you,O
,have,O
,lots,O
,of,O
,underlying,O
,conditions,O
,that,O
,make,O
,it,O
,ripe,O
,for,O
,a,O
,heat,O
,seeking,O
,missile,O
,like,O
,COVID,O
,19,O
,",",O
,"""",O
,said,O
,Dr,O
,.,O
Sentence: 5332,Robert,O
,Bullard,O
,",",O
,a,O
,professor,O
,of,O
,urban,O
,planning,O
,and,O
,environmental,O
,policy,O
,at,O
,Texas,O
,Southern,O
,University,O
,.,O
Sentence: 5333,Bullard,O
,",",O
,widely,O
,considered,O
,"""",O
,the,O
,father,O
,of,O
,environmental,O
,justice,O
,",",O
,"""",O
,has,O
,spent,O
,decades,O
,researching,O
,the,O
,links,O
,between,O
,the,O
,environment,O
,and,O
,race,O
,.,O
Sentence: 5334,"""",O
,So,O
,when,O
,we,O
,talk,O
,about,O
,who's,O
,most,O
,likely,O
,to,O
,be,O
,the,O
,most,O
,vulnerable,O
,",",O
,you,O
,can,O
,actually,O
,predict,O
,where,O
,the,O
,deaths,O
,are,O
,going,O
,to,O
,be,O
,",",O
,"""",O
,Bullard,O
,said,O
,.,O
Sentence: 5335,City,O
,by,O
,city,O
,and,O
,state,O
,by,O
,state,O
,",",O
,the,O
,disparities,O
,are,O
,glaring,O
,.,O
Sentence: 5336,In,O
,New,B-geo
,York,I-geo
,City,I-geo
,",",O
,blacks,O
,are,O
,dying,O
,from,O
,COVID,O
,19,O
,at,O
,twice,O
,the,O
,rate,O
,of,O
,their,O
,white,O
,counterparts,O
,.,O
Sentence: 5337,In,O
,Chicago,B-geo
,",",O
,African,O
,Americans,O
,make,O
,up,O
,just,O
,30,O
,percent,O
,of,O
,the,O
,population,O
,but,O
,70,O
,percent,O
,of,O
,the,O
,deaths,O
,from,O
,the,O
,disease,O
,.,O
Sentence: 5338,In,O
,Wisconsin,B-geo
,",",O
,they,O
,represent,O
,6,O
,percent,O
,of,O
,the,O
,population,O
,",",O
,but,O
,nearly,O
,40,O
,percent,O
,of,O
,those,O
,fatalities,O
,.,O
Sentence: 5339,In,O
,nearby,O
,Michigan,B-geo
,",",O
,it's,O
,14,O
,percent,O
,of,O
,the,O
,population,O
,and,O
,40,O
,percent,O
,of,O
,known,O
,coronavirus,O
,deaths,O
,.,O
Sentence: 5340,Black,O
,Louisianans,O
,in,O
,Lavigne's,O
,region,O
,have,O
,been,O
,hit,O
,especially,O
,hard,O
,by,O
,the,O
,pandemic,O
,.,O
Sentence: 5341,African,O
,Americans,O
,represent,O
,56,O
,percent,O
,of,O
,the,O
,state's,O
,COVID,O
,19,O
,deaths,O
,much,O
,more,O
,than,O
,the,O
,32,O
,percent,O
,of,O
,the,O
,population,O
,they,O
,represent,O
,.,O
Sentence: 5342,"""",O
,It's,O
,not,O
,random,O
,.,O
Sentence: 5343,It's,O
,not,O
,isolated,O
,.,O
Sentence: 5344,It's,O
,not,O
,coincidental,O
,.,O
Sentence: 5345,The,O
,singular,O
,root,O
,is,O
,racism,O
,and,O
,the,O
,continued,O
,operation,O
,of,O
,disparities,O
,based,O
,on,O
,race,O
,and,O
,based,O
,on,O
,place,O
,",",O
,"""",O
,Bullard,O
,said,O
,.,O
Sentence: 5346,"""",O
,Air,O
,pollution,O
,and,O
,pollution,O
,in,O
,general,O
,is,O
,segregated,O
,",",O
,and,O
,so,O
,is,O
,America,O
,.,O
Sentence: 5347,"""",O
,Chemicals,O
,emitted,O
,from,O
,nearby,O
,plants,O
,things,O
,like,O
,ethylene,O
,oxide,O
,and,O
,benzene,O
,are,O
,known,O
,carcinogens,O
,.,O
Sentence: 5348,And,O
,seven,O
,of,O
,the,O
,10,O
,census,O
,tracts,O
,with,O
,the,O
,highest,O
,cancer,O
,risk,O
,in,O
,the,O
,nation,O
,are,O
,found,O
,in,O
,Cancer,O
,Alley,O
,",",O
,according,O
,to,O
,data,O
,from,O
,the,O
,Environmental,O
,Protection,O
,Agency,O
,.,O
Sentence: 5349,In,O
,St,O
,.,O
Sentence: 5350,James,O
,Parish,O
,alone,O
,",",O
,there,O
,are,O
,over,O
,30,O
,petrochemical,O
,plants,O
,.,O
Sentence: 5351,While,O
,the,O
,population,O
,is,O
,pretty,O
,evenly,O
,split,O
,49,O
,percent,O
,black,O
,",",O
,49,O
,percent,O
,white,O
,the,O
,plants,O
,are,O
,largely,O
,concentrated,O
,in,O
,the,O
,Fifth,O
,District,O
,of,O
,the,O
,parish,O
,",",O
,where,O
,Lavigne,O
,lives,O
,.,O
Sentence: 5352,The,O
,Fifth,O
,District,O
,is,O
,more,O
,than,O
,80,O
,percent,O
,black,O
,.,O
Sentence: 5353,When,O
,the,O
,first,O
,petrochemical,O
,plants,O
,started,O
,popping,O
,up,O
,in,O
,St,O
,.,O
Sentence: 5354,James,O
,Parish,O
,in,O
,the,O
,1960s,O
,",",O
,Lavigne,O
,said,O
,people,O
,were,O
,excited,O
,about,O
,the,O
,prospect,O
,of,O
,good,O
,jobs,O
,.,O
Sentence: 5355,But,O
,as,O
,more,O
,plants,O
,started,O
,moving,O
,in,O
,",",O
,the,O
,prospects,O
,of,O
,black,O
,folks,O
,getting,O
,lots,O
,of,O
,those,O
,jobs,O
,seemed,O
,to,O
,vanish,O
,.,O
Sentence: 5356,White,O
,landowners,O
,began,O
,selling,O
,off,O
,their,O
,land,O
,to,O
,big,O
,corporations,O
,.,O
Sentence: 5357,In,O
,the,O
,decades,O
,that,O
,followed,O
,",",O
,sickness,O
,started,O
,to,O
,set,O
,in,O
,.,O
Sentence: 5358,Lavigne,O
,and,O
,her,O
,neighbors,O
,have,O
,decided,O
,to,O
,fight,O
,back,O
,.,O
Sentence: 5359,In,B-tim
,2018,O
,she,O
,formed,O
,a,O
,group,O
,called,O
,RISE,O
,St,O
,.,O
Sentence: 5360,James,O
,to,O
,push,O
,back,O
,against,O
,the,O
,expansion,O
,of,O
,big,O
,industry,O
,in,O
,their,O
,community,O
,.,O
Sentence: 5361,They,O
,do,O
,research,O
,",",O
,stage,O
,protests,O
,and,O
,have,O
,sued,O
,to,O
,stop,O
,construction,O
,of,O
,yet,O
,another,O
,petrochemical,O
,company,O
,facility,O
,in,O
,the,O
,parish,O
,.,O
Sentence: 5362,"""",O
,The,O
,industry,O
,is,O
,killing,O
,us,O
,now,O
,.,O
Sentence: 5363,On,O
,top,O
,of,O
,that,O
,",",O
,coronavirus,O
,keeps,O
,killing,O
,us,O
,.,O
Sentence: 5364,So,O
,we,O
,have,O
,a,O
,double,O
,whammy,O
,",",O
,"""",O
,Lavigne,O
,said,O
,.,O
Sentence: 5365,"""",O
,This,O
,is,O
,heartbreaking,O
,",",O
,and,O
,I,O
,don't,O
,want,O
,to,O
,leave,O
,",",O
,I,O
,want,O
,to,O
,stay,O
,right,O
,here,O
,.,O
Sentence: 5366,This,O
,is,O
,my,O
,home,O
,.,O
Sentence: 5367,"""",O
Sentence: 5367,MANAGUA,O
,",",O
,Nicaragua,O
,Roger,O
,OrdoÃ±ez,O
,was,O
,hospitalized,O
,with,O
,breathing,B-sym
,problems,I-sym
,last,O
,week,O
,.,O
Sentence: 5368,When,O
,his,O
,son,O
,Enrique,O
,came,O
,to,O
,visit,O
,the,O
,next,O
,morning,O
,",",O
,the,O
,69,O
,year,O
,old,O
,retiree,O
,was,O
,already,O
,being,O
,buried,O
,by,O
,government,O
,workers,O
,in,O
,protective,O
,white,O
,full,O
,body,O
,suits,O
,in,O
,a,O
,cemetery,O
,on,O
,the,O
,outskirts,O
,of,O
,Chinandega,B-geo
,",",O
,a,O
,city,O
,of,O
,133,O
,",",O
,000,O
,people,O
,in,O
,northwest,O
,Nicaragua,B-geo
,.,O
Sentence: 5369,The,O
,hospital,O
,warned,O
,the,O
,OrdoÃ±ez,O
,family,O
,to,O
,self,O
,quarantine,O
,for,O
,two,O
,weeks,O
,but,O
,said,O
,their,O
,patriarch,O
,did,O
,not,O
,have,O
,the,O
,novel,O
,coronavirus,O
,",",O
,even,O
,though,O
,they,O
,were,O
,shown,O
,no,O
,test,O
,results,O
,.,O
Sentence: 5370,President,O
,Daniel,O
,Ortega's,O
,government,O
,has,O
,stood,O
,out,O
,for,O
,its,O
,refusal,O
,to,O
,impose,O
,measures,O
,to,O
,halt,O
,the,O
,coronavirus,O
,for,O
,more,O
,than,O
,two,O
,months,O
,since,O
,the,O
,disease,O
,was,O
,first,O
,diagnosed,O
,in,O
,Nicaragua,B-geo
,.,O
Sentence: 5371,Now,O
,",",O
,doctors,O
,and,O
,family,O
,members,O
,of,O
,apparent,O
,victims,O
,say,O
,",",O
,the,O
,government,O
,has,O
,gone,O
,from,O
,denying,O
,the,O
,disease's,O
,presence,O
,in,O
,the,O
,country,O
,to,O
,actively,O
,trying,O
,to,O
,conceal,O
,its,O
,spread,O
,.,O
Sentence: 5372,"""",O
,I,O
,begged,O
,the,O
,doctor,O
,to,O
,tell,O
,me,O
,what,O
,happened,O
,to,O
,him,O
,",",O
,"""",O
,Enrique,O
,OrdoÃ±ez,O
,said,O
,.,O
Sentence: 5373,"""",O
,I,O
,needed,O
,to,O
,know,O
,if,O
,he,O
,was,O
,infected,O
,.,O
Sentence: 5374,I,O
,have,O
,an,O
,18,O
,month,O
,old,O
,girl,O
,",",O
,my,O
,mother,O
,has,O
,a,O
,variety,O
,of,O
,ailments,O
,and,O
,we,O
,need,O
,to,O
,know,O
,if,O
,it,O
,was,O
,COVID,O
,.,O
Sentence: 5375,"""",O
,The,O
,government,O
,says,O
,this,O
,country,O
,of,O
,6,O
,.,O
Sentence: 5376,5,O
,million,O
,people,O
,has,O
,seen,O
,16,O
,coronavirus,O
,cases,O
,and,O
,five,O
,deaths,O
,since,O
,its,O
,first,O
,case,O
,was,O
,diagnosed,O
,.,O
Sentence: 5377,Businesses,O
,and,O
,government,O
,offices,O
,remain,O
,open,O
,and,O
,the,O
,government,O
,has,O
,actively,O
,promoted,O
,sporting,O
,events,O
,and,O
,other,O
,mass,O
,gatherings,O
,.,O
Sentence: 5378,The,O
,nongovernmental,O
,organization,O
,Citizen,O
,Observatory,O
,made,O
,up,O
,of,O
,health,O
,workers,O
,and,O
,activists,O
,",",O
,said,O
,it,O
,had,O
,identified,O
,1,O
,",",O
,033,O
,suspected,O
,COVID,O
,19,O
,infections,O
,in,O
,the,O
,country,O
,through,O
,Saturday,B-tim
,.,O
Sentence: 5379,Nicaraguan,B-geo
,epidemiologist,O
,Alvaro,O
,RamÃ­rez,O
,",",O
,currently,O
,living,O
,in,O
,Ireland,O
,",",O
,said,O
,the,O
,number,O
,is,O
,already,O
,far,O
,higher,O
,and,O
,coming,O
,days,O
,"""",O
,will,O
,be,O
,decisive,O
,"""",O
,for,O
,Nicaragua,B-geo
,.,O
Sentence: 5380,He,O
,calculates,O
,that,O
,in,O
,two,O
,weeks,O
,Nicaragua,B-geo
,could,O
,have,O
,some,O
,18,O
,",",O
,000,O
,infections,O
,",",O
,of,O
,which,O
,890,O
,would,O
,be,O
,serious,O
,.,O
Sentence: 5381,Plainclothes,O
,police,O
,and,O
,government,O
,supporters,O
,have,O
,detained,O
,journalists,O
,outside,O
,a,O
,hospital,O
,in,O
,Managua,B-geo
,and,O
,in,O
,a,O
,cemetery,O
,in,O
,Chinandega,B-geo
,in,O
,the,O
,past,O
,week,O
,.,O
Sentence: 5382,But,O
,in,O
,Chinandega,B-geo
,the,O
,pandemic,O
,is,O
,becoming,O
,difficult,O
,to,O
,hide,O
,.,O
Sentence: 5383,White,O
,suited,O
,men,O
,in,O
,pick,O
,up,O
,trucks,O
,with,O
,coffins,O
,in,O
,the,O
,bed,O
,have,O
,become,O
,a,O
,more,O
,common,O
,sight,O
,in,O
,recent,O
,days,O
,",",O
,residents,O
,say,O
,.,O
Sentence: 5384,And,O
,it,O
,seems,O
,everyone,O
,knows,O
,someone,O
,who,O
,got,O
,sick,O
,.,O
Sentence: 5385,A,O
,Chinandega,B-geo
,doctor,O
,",",O
,who,O
,requested,O
,anonymity,O
,to,O
,avoid,O
,retaliation,O
,",",O
,said,O
,she,O
,knew,O
,four,O
,people,O
,who,O
,had,O
,died,O
,",",O
,including,O
,one,O
,of,O
,her,O
,patients,O
,",",O
,who,O
,was,O
,buried,O
,within,O
,two,O
,hours,O
,of,O
,dying,O
,.,O
Sentence: 5386,"""",O
,Everyone,O
,they,O
,consider,O
,a,O
,suspected,O
,patient,O
,who,O
,has,O
,died,O
,of,O
,atypical,O
,pneumonia,B-sym
,they,O
,send,O
,for,O
,immediate,O
,burial,O
,",",O
,"""",O
,she,O
,said,O
,.,O
Sentence: 5387,Diagnoses,O
,are,O
,made,O
,based,O
,on,O
,symptoms,O
,and,O
,X,O
,rays,O
,of,O
,patients',O
,lungs,O
,",",O
,because,O
,tests,O
,for,O
,the,O
,virus,O
,are,O
,tightly,O
,controlled,O
,by,O
,the,O
,Health,O
,Ministry,O
,and,O
,difficult,O
,to,O
,obtain,O
,.,O
Sentence: 5388,An,O
,informal,O
,network,O
,of,O
,medical,O
,colleagues,O
,in,O
,the,O
,city,O
,had,O
,tallied,O
,25,O
,suspected,O
,COVID,O
,19,O
,deaths,O
,through,O
,Sunday,O
,",",O
,she,O
,said,O
,.,O
Sentence: 5389,OrdoÃ±ez,O
,",",O
,an,O
,appliance,O
,sales,O
,executive,O
,",",O
,said,O
,his,O
,father,O
,suffered,O
,from,O
,chronic,B-sym
,ailments,I-sym
,",",O
,including,O
,hypertension,B-sym
,and,O
,respiratory,B-sym
,problems,O
,",",O
,but,O
,that,O
,last,O
,week,O
,from,O
,one,O
,day,O
,to,O
,the,O
,next,O
,he,O
,suddenly,O
,struggled,O
,to,O
,breath,O
,.,O
Sentence: 5390,He,O
,took,O
,him,O
,to,O
,the,O
,hospital,O
,Thursday,B-tim
,evening,O
,and,O
,he,O
,died,O
,that,O
,night,O
,.,O
Sentence: 5391,"""",O
,The,O
,hospital,O
,organized,O
,everything,O
,",",O
,"""",O
,OrdoÃ±ez,O
,said,O
,.,O
Sentence: 5392,He,O
,had,O
,shown,O
,up,O
,early,O
,Friday,O
,morning,O
,to,O
,ask,O
,about,O
,his,O
,father's,O
,condition,O
,",",O
,but,O
,they,O
,told,O
,him,O
,he,O
,was,O
,already,O
,being,O
,buried,O
,.,O
Sentence: 5393,"""",O
,I,O
,tried,O
,to,O
,identify,O
,the,O
,grave,O
,the,O
,best,O
,I,O
,could,O
,",",O
,because,O
,there,O
,are,O
,other,O
,bodies,O
,there,O
,",",O
,"""",O
,he,O
,said,O
,.,O
Sentence: 5394,"""",O
,But,O
,we,O
,can't,O
,raise,O
,our,O
,voices,O
,much,O
,.,O
Sentence: 5395,Fear,O
,is,O
,pervasive,O
,in,O
,our,O
,country,O
,.,O
Sentence: 5396,"""",O
,If,O
,something,O
,else,O
,killed,O
,him,O
,",",O
,then,O
,why,O
,did,O
,the,O
,hospital,O
,bury,O
,him,O
,without,O
,letting,O
,his,O
,family,O
,be,O
,present,O
,and,O
,why,O
,did,O
,doctors,O
,tell,O
,OrdoÃ±ez,O
,to,O
,self,O
,quarantine,O
,for,O
,two,O
,weeks,O
,",",O
,he,O
,wondered,O
,.,O
Sentence: 5397,Neighboring,O
,Honduras,O
,and,O
,El,O
,Salvador,O
,have,O
,taken,O
,strict,O
,measures,O
,to,O
,try,O
,to,O
,slow,O
,the,O
,virus',O
,spread,O
,.,O
Sentence: 5398,Honduras,O
,has,O
,about,O
,2,O
,",",O
,000,O
,confirmed,O
,infections,O
,and,O
,El,O
,Salvador,O
,has,O
,about,O
,1,O
,",",O
,000,O
,.,O
Sentence: 5399,Costa,O
,Rica,O
,has,O
,more,O
,than,O
,800,O
,.,O
Sentence: 5400,A,O
,request,O
,for,O
,comment,O
,from,O
,Vice,O
,President,O
,Rosario,O
,Murillo,O
,",",O
,the,O
,government's,O
,spokeswoman,O
,and,O
,Ortega's,O
,wife,O
,",",O
,was,O
,not,O
,answered,O
,.,O
Sentence: 5401,But,O
,it,O
,appears,O
,the,O
,government,O
,is,O
,beginning,O
,to,O
,recognize,O
,what,O
,is,O
,coming,O
,.,O
Sentence: 5402,At,O
,the,O
,end,O
,of,O
,April,O
,",",O
,the,O
,Health,O
,Ministry,O
,called,O
,a,O
,meeting,O
,of,O
,all,O
,the,O
,hospital,O
,directors,O
,and,O
,top,O
,level,O
,health,O
,officials,O
,at,O
,ministry,O
,offices,O
,.,O
Sentence: 5403,"""",O
,They,O
,told,O
,them,O
,this,O
,is,O
,getting,O
,serious,O
,",",O
,that,O
,every,O
,hospital,O
,needs,O
,to,O
,prepare,O
,",",O
,"""",O
,said,O
,RÃ³ger,O
,Pasquier,O
,",",O
,president,O
,of,O
,the,O
,Nicaraguan,O
,Anesthesiology,O
,Association,O
,.,O
Sentence: 5404,"""",O
,This,O
,call,O
,is,O
,very,O
,late,O
,.,O
Sentence: 5405,They,O
,didn't,O
,take,O
,isolation,O
,measures,O
,",",O
,they,O
,haven't,O
,protected,O
,health,O
,workers,O
,",",O
,there,O
,aren't,O
,sufficient,O
,beds,O
,in,O
,any,O
,Managua,O
,hospital,O
,",",O
,nor,O
,any,O
,regional,O
,hospital,O
,.,O
Sentence: 5406,"""",O
,"""",O
,Contrary,O
,to,O
,what,O
,is,O
,shared,O
,officially,O
,",",O
,I,O
,know,O
,through,O
,my,O
,medical,O
,colleagues,O
,that,O
,we,O
,have,O
,a,O
,great,O
,number,O
,of,O
,people,O
,sick,O
,in,O
,Managua,B-geo
,",",O
,Masaya,B-geo
,",",O
,Matagalpa,B-geo
,and,O
,Chinandega,B-geo
,",",O
,where,O
,there,O
,is,O
,an,O
,outbreak,O
,that,O
,could,O
,be,O
,very,O
,dangerous,O
,",",O
,"""",O
,Pasquier,O
,said,O
,.,O
Sentence: 5407,Many,O
,doctors,O
,fear,O
,speaking,O
,publicly,O
,",",O
,because,O
,of,O
,government,O
,retaliation,O
,.,O
Sentence: 5408,Pasquier,O
,said,O
,he,O
,was,O
,speaking,O
,freely,O
,"""",O
,because,O
,I'm,O
,not,O
,being,O
,political,O
,we,O
,just,O
,want,O
,to,O
,save,O
,lives,O
,in,O
,a,O
,dramatic,O
,moment,O
,for,O
,the,O
,world,O
,.,O
Sentence: 5409,"""",O
,A,O
,doctor,O
,at,O
,another,O
,hospital,O
,for,O
,the,O
,National,O
,Police,O
,in,O
,Managua,O
,said,O
,there,O
,were,O
,18,O
,patients,O
,there,O
,with,O
,suspected,O
,COVID,O
,19,O
,infections,O
,.,O
Sentence: 5410,None,O
,had,O
,been,O
,tested,O
,",",O
,but,O
,were,O
,diagnosed,O
,based,O
,on,O
,symptoms,O
,and,O
,lung,O
,x,O
,rays,O
,",",O
,said,O
,the,O
,doctor,O
,who,O
,requested,O
,anonymity,O
,because,O
,she,O
,was,O
,not,O
,authorized,O
,to,O
,speak,O
,.,O
Sentence: 5411,JosÃ©,O
,Antonio,O
,VÃ¡squez,O
,",",O
,president,O
,of,O
,the,O
,Nicaraguan,O
,Medical,O
,Unit,O
,",",O
,an,O
,organization,O
,of,O
,doctors,O
,that,O
,formed,O
,after,O
,the,O
,protests,O
,of,O
,April,B-tim
,2018,I-tim
,",",O
,said,O
,the,O
,group,O
,had,O
,identified,O
,42,O
,doctors,O
,",",O
,nurses,O
,and,O
,technicians,O
,who,O
,have,O
,suspected,O
,infections,O
,.,O
Sentence: 5412,In,O
,Chinandega,B-geo
,",",O
,fear,O
,has,O
,deepened,O
,in,O
,recent,O
,days,O
,",",O
,a,O
,combination,O
,of,O
,more,O
,frequent,O
,sightings,O
,of,O
,the,O
,white,O
,suited,O
,men,O
,in,O
,pickups,O
,and,O
,recent,O
,deaths,O
,of,O
,a,O
,couple,O
,of,O
,well,O
,known,O
,local,O
,figures,O
,.,O
Sentence: 5413,The,O
,area,O
,has,O
,sea,O
,connections,O
,to,O
,El,O
,Salvador,O
,and,O
,a,O
,corridor,O
,for,O
,truck,O
,cargo,O
,with,O
,Honduras,O
,.,O
Sentence: 5414,Local,O
,officials,O
,have,O
,said,O
,nothing,O
,.,O
Sentence: 5415,The,O
,local,O
,doctor,O
,said,O
,it,O
,appeared,O
,as,O
,though,O
,from,O
,Friday,B-tim
,to,O
,Monday,O
,more,O
,than,O
,half,O
,of,O
,the,O
,city's,O
,formal,O
,businesses,O
,had,O
,closed,O
,.,O
Sentence: 5416,Doctors,O
,",",O
,nurses,O
,and,O
,technicians,O
,at,O
,the,O
,public,O
,hospital,O
,have,O
,been,O
,infected,O
,due,O
,to,O
,a,O
,lack,O
,of,O
,protective,O
,equipment,O
,and,O
,early,O
,recognition,O
,.,O
Sentence: 5417,"""",O
,If,O
,we,O
,manage,O
,to,O
,survive,O
,this,O
,",",O
,it's,O
,because,O
,God,O
,is,O
,great,O
,",",O
,"""",O
,the,O
,doctor,O
,said,O
,.,O
Sentence: 5418,"""",O
,There's,O
,no,O
,other,O
,explanation,O
,.,O
Sentence: 5419,"""",O
,"""",O
,There's,O
,a,O
,lot,O
,of,O
,nervousness,O
,here,O
,",",O
,"""",O
,said,O
,university,O
,student,O
,Pablo,O
,Antonio,O
,Alvarado,O
,",",O
,mentioning,O
,a,O
,couple,O
,acquaintances,O
,in,O
,Chinandega,O
,he,O
,heard,O
,were,O
,infected,O
,.,O
Sentence: 5420,"""",O
,They,O
,say,O
,we're,O
,the,O
,epicenter,O
,of,O
,the,O
,pandemic,O
,",",O
,like,O
,Wuhan,B-geo
,in,O
,China,O
,.,O
Sentence: 5421,"""",O
,He,O
,described,O
,the,O
,white,O
,suited,O
,men,O
,riding,O
,with,O
,coffins,O
,in,O
,pickups,O
,as,O
,looking,O
,like,O
,"""",O
,astronauts,O
,.,O
Sentence: 5422,"""",O
,The,O
,Chinandega,O
,doctor,O
,said,O
,they,O
,were,O
,hospital,O
,orderlies,O
,given,O
,the,O
,task,O
,of,O
,quickly,O
,disposing,O
,of,O
,the,O
,dead,O
,.,O
Sentence: 5423,OrdoÃ±ez,O
,was,O
,left,O
,with,O
,more,O
,questions,O
,than,O
,answers,O
,about,O
,his,O
,father's,O
,death,O
,.,O
Sentence: 5424,"""",O
,The,O
,doctor,O
,told,O
,me,O
,the,O
,virus,O
,was,O
,dangerous,O
,",",O
,"""",O
,while,O
,also,O
,insisting,O
,the,O
,elder,O
,OrdoÃ±ez,O
,didn't,O
,have,O
,it,O
,",",O
,he,O
,said,O
,.,O
Sentence: 5425,"""",O
,I,O
,didn't,O
,bury,O
,him,O
,",",O
,they,O
,buried,O
,him,O
,",",O
,"""",O
,OrdoÃ±ez,O
,said,O
,.,O
Sentence: 5426,"""",O
,And,O
,before,O
,",",O
,they,O
,had,O
,buried,O
,others,O
,",",O
,at,O
,dawn,O
,",",O
,because,O
,beside,O
,him,O
,there,O
,were,O
,seven,O
,or,O
,eight,O
,more,O
,graves,O
,.,O
Sentence: 5427,"""",O
Sentence: 5427,A,O
,nurse,O
,fills,O
,out,O
,paperwork,O
,on,O
,a,O
,COVID,O
,19,O
,patient,O
,outside,O
,an,O
,intensive,O
,care,O
,room,O
,at,O
,St,O
,.,O
Sentence: 5428,Joseph's,O
,Hospital,O
,in,O
,Yonkers,B-geo
,",",O
,N,B-geo
,.,I-geo
,Y,I-geo
,.,I-geo
,",",O
,on,O
,Monday,O
,",",O
,April,B-tim
,20,I-tim
,",",O
,2020,B-tim
,.,O
Sentence: 5431,John,O
,Minchillo,O
,AP,O
,People,O
,with,O
,obesity,O
,",",O
,diabetes,O
,and,O
,high,O
,blood,O
,pressure,O
,are,O
,at,O
,greater,O
,risk,O
,for,O
,complications,O
,from,O
,the,O
,coronavirus,O
,",",O
,according,O
,to,O
,a,O
,large,O
,study,O
,of,O
,patients,O
,hospitalized,O
,with,O
,the,O
,illness,O
,it,O
,causes,O
,.,O
Sentence: 5432,The,O
,findings,O
,",",O
,published,O
,Wednesday,O
,in,O
,the,O
,Journal,O
,of,O
,the,O
,American,O
,Medical,O
,Association,O
,",",O
,confirm,O
,what,O
,physicians,O
,nationwide,O
,have,O
,noted,O
,anecdotally,O
,.,O
Sentence: 5433,Full,O
,coverage,O
,of,O
,the,O
,coronavirus,O
,outbreak,O
,The,O
,study,O
,included,O
,data,O
,on,O
,5,O
,",",O
,700,O
,people,O
,hospitalized,O
,with,O
,COVID,O
,19,O
,in,O
,the,O
,New,B-geo
,York,I-geo
,City,I-geo
,area,O
,.,O
Sentence: 5434,Underlying,O
,conditions,O
,were,O
,common,O
,.,O
Sentence: 5435,The,O
,researchers,O
,found,O
,that,O
,",",O
,among,O
,all,O
,patients,O
,",",O
,57,O
,percent,O
,had,O
,high,O
,blood,O
,pressure,O
,",",O
,41,O
,percent,O
,were,O
,obese,O
,and,O
,just,O
,over,O
,a,O
,third,O
,had,O
,diabetes,O
,.,O
Sentence: 5436,People,O
,with,O
,those,O
,chronic,O
,health,O
,problems,O
,should,O
,call,O
,their,O
,physicians,O
,if,O
,they,O
,experience,O
,new,O
,or,O
,unusual,O
,symptoms,O
,or,O
,have,O
,contact,O
,with,O
,a,O
,person,O
,diagnosed,O
,with,O
,COVID,O
,19,O
,",",O
,said,O
,the,O
,researchers,O
,",",O
,from,O
,the,O
,Feinstein,O
,Institutes,O
,for,O
,Medical,O
,Research,O
,at,O
,Northwell,O
,Health,O
,in,O
,New,B-geo
,York,O
,.,O
Sentence: 5437,That's,O
,"""",O
,because,O
,those,O
,patients,O
,",",O
,at,O
,least,O
,from,O
,our,O
,description,O
,",",O
,are,O
,highly,O
,represented,O
,in,O
,the,O
,people,O
,who,O
,have,O
,a,O
,severe,O
,course,O
,of,O
,the,O
,disease,O
,",",O
,"""",O
,said,O
,Karina,O
,Davidson,O
,",",O
,senior,O
,vice,O
,president,O
,at,O
,the,O
,Feinstein,O
,Institutes,O
,for,O
,Medical,O
,Research,O
,.,O
Sentence: 5438,The,O
,study,O
,wasn't,O
,designed,O
,to,O
,answer,O
,why,O
,those,O
,conditions,O
,are,O
,more,O
,common,O
,among,O
,very,O
,ill,O
,patients,O
,.,O
Sentence: 5439,However,O
,",",O
,it's,O
,well,O
,known,O
,that,O
,those,O
,diseases,O
,increase,O
,the,O
,risk,O
,for,O
,other,O
,problems,O
,",",O
,such,O
,as,O
,heart,B-sym
,disease,I-sym
,.,O
Sentence: 5440,Patients,O
,in,O
,the,O
,study,O
,who,O
,had,O
,diabetes,O
,were,O
,also,O
,more,O
,likely,O
,to,O
,be,O
,placed,O
,on,O
,ventilators,O
,and,O
,develop,O
,kidney,B-sym
,problems,I-sym
,while,O
,in,O
,the,O
,hospital,O
,.,O
Sentence: 5441,Download,O
,the,O
,NBC,O
,News,O
,app,O
,for,O
,full,O
,coverage,O
,of,O
,the,O
,coronavirus,O
,outbreak,O
,Researchers,O
,also,O
,found,O
,that,O
,fever,O
,wasn't,O
,a,O
,reliable,O
,warning,O
,sign,O
,of,O
,infection,O
,.,O
Sentence: 5442,Just,O
,one,O
,third,O
,of,O
,patients,O
,had,O
,elevated,O
,temperatures,O
,when,O
,they,O
,were,O
,triaged,O
,upon,O
,arrival,O
,.,O
Sentence: 5443,Other,O
,known,O
,symptoms,O
,of,O
,the,O
,coronavirus,O
,include,O
,cough,B-sym
,",",O
,headache,B-sym
,",",O
,trouble,B-sym
,breathing,I-sym
,",",O
,severe,B-sym
,fatigue,I-sym
,and,O
,loss,B-sym
,of,I-sym
,smell,I-sym
,and,I-sym
,taste,O
,.,O
Sentence: 5444,But,O
,those,O
,symptoms,O
,tend,O
,to,O
,vary,O
,from,O
,person,O
,to,O
,person,O
,.,O
Sentence: 5445,And,O
,it's,O
,unclear,O
,whether,O
,certain,O
